V1	V2
bc46d7a5-e75b-4646-8f99-f96a6d0a45fa	1
a25533bd-6e14-447a-91db-b840fdb99ab3	1
6015e829-2f34-40a9-a432-34064c4babd4	1
992cdbe1-10a1-4d71-97e5-28c69ab8158e	2
6ff38f92-f799-48bf-a5fc-04af12f282dd	1
bc11f13a-65e9-48fa-b592-2d80c7409009	1
74ac9e52-aeb8-4c89-8a99-91eabf38f40d	1
9de1d6d9-cd7f-48db-b036-3c7c5ddb37e7	1
665ddb64-8cd3-41cb-9c8c-c05a4c0bbdfa	1
db75cead-6734-440f-8f3d-0b0f316ceab7	1
f288f2a9-40dd-4979-bde8-8bdb0330b12c	1
39a17bc5-f9f5-4d0b-bc5e-0ca1de723ec0	1
2aa6ae24-97cb-46f6-8d29-8d2c4c8f1f51	1
5bbde7ef-4c45-4ae0-9aee-3f131d3643c8	1
1af60c31-39ea-4774-bb12-d66a3b6a742b	4
d84ccd65-cc8d-434a-9614-fa611c08e422	1
04be333c-7ec7-494e-9b96-3d7a20d37184	1
2a2c2753-da37-4d6f-996c-be9dc348a76a	1
9bc21cff-d972-46ad-9de0-9bcfa59396f7	1
299ea51c-ce1c-41ac-966f-af0688ff9963	2
3520fe6a-c6ae-4476-a9cb-758bdeabc69e	1
55dfd040-96e1-42a4-b1d5-cb5dd5815d9b	1
b1660ad2-97cd-425a-a86b-94658cc09e81	1
acfefa48-5511-44a2-8118-62b2cc8b25f4	1
30e890c2-c4ea-45b5-bcb1-8be7f956e0c1	1
60d01bda-8211-40cc-8458-3cfdda2d46f0	1
7c5f19f0-48ac-4ecc-9a09-f5d5c619fe3a	1
11c1823e-5e66-4cf8-a223-d7317ddbe2d9	2
2ae120c7-f6e0-496f-bb35-7ba2959239d7	1
adf3ee41-761d-4901-aef0-162945ec5253	1
fa0dfe28-87f6-42c9-b87e-ea20c717bc4f	1
d8074a9a-3785-43dd-add9-85545a4ca9b3	1
c4ff1508-5803-4708-bcf7-ed0325e0cccb	1
59743797-fdd1-44e4-a7cd-c8a3d5501223	1
813b22ff-9023-4bf6-b8d6-9e19903e8ab0	1
ca3ace66-cafc-4aea-82f6-6b2459dca3f4	1
8a0ca2c0-d53f-4032-8903-0acc45a09f98	1
10dc51cd-0def-4829-bf8a-c23736feaa67	1
f07da130-44f7-477a-89de-6371078fc56c	1
021feed1-6d7c-482c-bc43-192c8a8d85a2	1
d2f83dad-90e4-4fa7-a33b-14a8a753b669	2
9fed124d-299a-4dfc-afcd-8229e43a0795	1
fdc4ebba-77f7-4c39-9a40-bcb0c1eaea4d	1
db1c23c2-8832-498e-97a9-31157f1f53e6	1
95807de5-48c8-4e8a-82d5-1383cad8e494	2
6acde045-a657-40bf-aa35-caf4084eeda2	1
f70906e5-5e0a-4fb7-bb61-fc21be026468	1
8af61eec-bad0-4db2-8bdb-d3ab4fc7cf6a	1
ca34feda-5c5d-4ad9-b909-7a605fd7da51	1
0524b39c-30e8-4bd2-a3d2-958db13168f6	1
d77891e2-cddf-4286-90ba-6afb34cbf517	1
ffa6fe66-5303-44d6-96ae-3de9b32ab121	1
8f8e2be9-1cde-4d0b-9e2e-b70fa1004c6e	1
c44dd17e-7969-4bb6-9869-0936ea6064e6	1
18e1aba8-ffa2-499a-95b7-339b218aa36e	1
0eb87616-338f-4683-9f77-07417c0dc270	2
369dab7a-ac86-4b7c-9ae0-94ae394f93b0	1
0df34eaf-962b-4782-b5b6-b4d531961033	1
9760f266-cd09-4647-8f24-7408655f10ee	5
987a5d86-f93a-482a-8a6e-6d4645251e67	1
43cc0e41-e00e-4480-8a04-be331230b99e	1
65730bc8-5078-4436-a6d6-6dfbdfa82ec7	5
b9f11808-b30a-4f7b-b6ee-297c0bee880c	1
cb5e1aee-3b34-4317-830a-97f3f726bb1b	1
7ade9678-bb6c-4d22-8ef9-de7bd0919ef5	1
b091909a-e6fe-4e42-8378-617961bae6fc	1
433b4d00-0c89-4d59-ae8e-41e30610ea9a	1
38ecfdf2-3a8a-465e-b25b-6134fd4da1d4	1
018a7c2f-cc50-49d5-b6e3-ba047b7d3d45	1
ea5721fc-a374-4894-96db-c980a9d38c0d	1
ebf0da1d-3e60-447c-9927-f2ee9efc331d	1
4c68c3aa-ebc3-4613-9154-5e65a2744993	1
1b3464b6-a05d-4829-ba8c-a534144b97c9	1
8e87350c-55bc-491b-a9d8-336f1f794f3d	1
dc2b47b6-e5c2-48ca-8a2f-aeb9ac486d8f	2
d1b498b1-5f5e-4411-b2e1-3ba15b98bb83	1
e8bdadd8-153c-482d-b728-eedd7e1493af	1
5111c45c-5d64-4142-bfed-f381f53877bc	1
08f1ecc6-8c77-41f2-bcd4-84f6ad133df1	1
ac793cf7-5003-44b1-9289-e767cb700839	1
cfa6e8f6-376c-4482-ba21-5a91217345a5	2
5ee421a2-60bf-46b2-b4a5-b6dbcfa93be0	1
cef95d47-9e1c-4c24-810b-8d245426fd96	1
beb22bbb-4e77-43ce-9823-e19e2f8a25db	1
e8f4776a-bef5-4522-b1ec-de0267d5b7b4	1
9b30d25d-cfff-494d-a5c5-d1daa79f46d0	1
1923776b-0d0d-4eca-95f9-a5f9064d53b4	1
66c8f6dc-a6af-4a07-94e1-4df7b66dda3c	1
1290be88-fee4-4f15-b899-8cd4c38e9c02	1
738b952b-941c-4783-b1e1-b5e62dfb08f1	1
260cba73-ae06-423f-8404-4f2151f031be	1
aeb584ad-b59b-440e-b91b-4cb94afa3409	1
fae2a912-fffc-4982-8ea9-3c217c1b11f3	1
27153851-1f89-4a3b-8eb4-bba669eac2b7	1
a7f75ba2-72ba-4256-bde3-2d8b88339966	1
89ecc67f-3640-4749-8bb0-fedead2c5a10	1
bb5201c7-c013-405d-8eb3-1f62d9c76dbf	1
0f5e22fc-f4bb-44df-8c66-57ede85ef939	1
92838ba9-015a-4536-9cec-ddd0989bac76	1
e30fde30-e99c-4e2f-9edc-b9f1f5487938	1
2a935772-69cb-4e40-bcfc-c8506fcd6ecd	1
b9385946-9dba-43c8-b1fd-fa66fac4ac61	1
08ef0ace-8ad8-4709-a4e9-501c2249ce70	1
f33b3366-1c19-4576-bd45-aa12f5beb64c	1
3843126f-bbc1-4463-90e8-be0bdf2446b7	2
538d9eb0-4edb-4c9f-82d2-e2711df1a95f	1
f00262ec-9367-4edd-9ced-8ecab0946701	1
b52e6079-5a60-46a4-80ca-db26133e8cc7	1
b1735d52-d24f-4301-8210-d944c876cdfa	1
d5a94b6e-696c-4332-8f76-9f3e1941cbb0	2
0774db95-df8b-46c8-ac56-9ffd327ea6f1	1
71c04757-b416-443b-a5cb-5489d3f03a33	1
923e71ec-5e28-4a62-b459-031b831b28b4	1
63760fe3-f72e-4231-9faf-1f6272f4eefd	1
a72850de-9ff6-4989-ac94-4b8fc1ef0cbd	1
b5b53e17-efe9-41aa-a4d9-4c5c5150060c	1
b3588d64-d180-481b-a6b1-228de7b29bb0	1
3dbf5777-81fa-4974-9967-3f32bf198514	1
30e1c08d-e5a9-41d7-a258-09558f6324d7	1
ebf1ab78-1046-4e67-a078-8d93f99ff33d	1
835e1d8e-848e-419d-b4d4-7d03b79bbead	2
3d237463-9433-40c1-861b-beca9b5edf61	1
4ca90319-7b7c-4708-88ac-be057cb16ecf	1
4fc4ddc5-c782-497f-8345-935bb1731c9d	2
198bf980-07eb-43a0-bdd6-160dafa68cb3	1
10350dad-93eb-413a-b6e5-25536b06f55a	2
1fd8842d-ae73-48a9-b72a-10ea61bb3610	2
088daa7a-b045-4d19-b5ff-a69ce2314578	1
daf38603-ece9-47e5-903d-96d34acf31a4	2
ed28a5f7-a516-45a4-b603-251ef3d8461e	1
7fecffc2-4860-442e-8ca2-94bb42fc58c6	1
ca2255fd-be2b-4c5f-bfab-dacea51c80c2	2
8acdc003-ef0e-43c1-b5ea-7c53d2f22d1c	2
02312cf6-a658-471d-b5e8-b889de08d0ab	2
e528b4b7-c80d-4664-b8c1-eca5536fe5ab	2
bbbc98fa-c308-4ef1-8082-d71042b15aca	2
294c8ccf-3e39-4e50-87b7-aba49b0a7a11	2
85b1ded4-dab4-4a85-a11e-19c00b7f2932	3
0f9f77b3-a796-450b-8540-4346169b2230	2
6605b64c-0b80-47f7-8963-0551d3a9bba6	2
15b912b1-75af-4305-b9b1-52425aecce6f	1
cc965137-f235-44af-bc79-84e4fb040ecc	1
f6fc8b15-a861-430d-ae51-2eaad9d1f3e2	1
ff5c3dab-48f8-4a0d-b20c-718d2818713a	1
2326ccbd-16b1-4752-9e33-9d9270d82928	1
43bc1900-82b5-41c1-82cc-5122fa6b8510	1
0a3a3997-51de-4c7c-b034-311ece8b7efe	3
eb729b12-2ff5-4c29-b1b8-39f2d9eba13b	1
473d68dd-bc31-44a7-8263-ba575ba46dd3	2
c6dbaf44-1a16-4634-8b69-6a5183e4b470	1
16badaf6-2165-47ed-ac99-63588b076560	2
98cc8c30-67a5-40af-92b4-d5e7c226ce2e	3
8a94e966-10c0-460b-aa9a-d29a5e0d4f38	1
0d025d96-167d-4489-a3e1-3b6961a8459d	1
6619a6ef-fc8a-400b-afed-eed405a42fc5	1
325b2cc2-79d7-4387-bf20-351215339af9	1
065dd6cd-f337-45e5-ae9e-6294582b24a3	1
55b5fea2-942e-40bc-bea2-5d0f43b78d4d	1
87de79ef-0321-40be-821b-8b991bbb2737	1
ba4f0d41-1d3f-458c-b23a-39e46b0105a3	1
67dc4b2b-1d1a-4877-9d86-c98dac723e96	1
83055977-9335-465f-89a3-d46efdb053e6	1
085aa5bd-d7cc-46b3-98b7-8e0430e7f55c	2
bbf6639b-a3f6-4a32-a106-ffc67a759dfa	1
90f3932d-3687-4677-a0b3-5cf481859014	1
3808a031-ce51-40c4-bc2b-580b02330db7	1
4a4a1c0d-8f3e-486e-b06f-3a79eeff2d73	2
216a728b-4e2e-4a3f-9d89-9451b4d944d6	4
e1c15284-5f4b-4578-9db9-97b9a8d68358	2
88e6d428-02fc-492b-8b65-423865011015	1
1799d4be-7635-4a89-a773-ea0a20ce3844	1
06764869-46fe-4eba-aeca-cfab0bd6cac4	2
d803c819-5af3-4928-b6b0-dcf1abcd3ce5	1
e3582eb3-bbb0-421b-a293-8c4029273281	1
ec594eb7-9eb9-4366-8479-d91cb440e47b	1
78399b2a-7904-46a4-8650-fcc18d8e30df	1
d094b4e7-4c0f-49fe-a5c6-374e8758d2da	1
bf4e70b8-72ab-4675-b306-6c92c48a539f	1
857286c9-dc0c-4956-a4e5-c1665f2adbf2	3
c1a89e37-b9ce-4641-817b-9a068472761c	1
0e9f7aee-ec84-4aa2-b743-e1be6d661736	1
b94ff218-3555-4bc7-8ddb-37fe5467e5ae	1
7bef8be2-fa0f-4096-8036-67c5e801faad	1
02905c38-6476-4740-992c-8fdf72af8c27	1
d33e493c-cafc-42ee-b188-2f127e6a3239	3
cec7c216-aa24-44af-ad4e-82bd0dd4a4cd	1
ae326f42-28bc-4179-990a-432275448374	1
6df0d98f-df8f-48ab-b7da-f31cc528da15	6
91bf2c6a-2eba-4981-9360-1080a8bbb62f	2
f957607f-4941-4aac-91bc-e8de51acd183	5
f32d0abe-2ccc-4006-bc04-8efdce6196e2	5
965919f5-ed62-4a9f-81ad-958fccba578c	1
a2c7b3e2-3238-4718-a9a7-7395e8196c05	1
43a6a3fe-7c4d-4ac0-b560-e51f2897badd	1
06c5230f-4a89-41e8-bfdf-7dc1d5220d4d	1
606208de-6943-4eff-abe8-86802945e083	1
5c14611e-4e9e-4015-8b07-55f4bb6d5864	3
11a483be-045f-40e0-bb30-77cde0488cb1	2
5c078c5e-79a9-4f0e-9841-f9d5e8b44b3a	3
c9f17381-41bd-441c-b123-97b358dafcc9	2
052f6c28-ddba-4cf5-92c5-2cbd5ec9c7b7	1
9361f15d-5203-4094-b939-3753e517c79e	2
c46ced83-5631-44db-b37b-1087ebbeeccd	1
e1510b2a-75f5-41d9-a3ad-1afba0c097bb	1
da63677d-f9fe-4e68-9025-d30eaa60b322	1
c37d9d4c-2ee4-4802-ad99-873bdaa3007a	1
a0ccff47-07ed-43ca-8157-2c13c27b1012	1
44e382ac-9212-47ad-9d3f-b1d72955af5e	1
38ce7dcc-ad1f-41ec-95e8-1e4567e4139d	1
d65245bd-6518-446c-97e3-766c2f5cf752	1
7ef80321-069b-48f5-9cc3-7625bc32394b	1
a5240573-2db2-4595-828b-fc0fab787c07	1
b9f30d0f-f1bf-4843-942f-d1e96c070df1	1
58f1f368-f57b-45b0-82cc-38a842dcdcda	1
5b61962f-b94d-4467-9f91-708960217f18	1
a03a3fb3-f838-4d89-994e-deea27486ce6	1
2e8032e9-97b2-4ea5-b3c1-add1cde332dd	1
1bb5863d-448f-4a90-8c10-0b53fea59040	1
c21c2cc1-a3ac-4694-b9e3-8bbc45a247d3	1
1f409145-d610-4454-92ed-7a53c292d2fc	5
92171ada-9e33-4a62-89f2-9dd736e13829	1
f3417fa7-75b8-43ba-96a3-019469fe94a8	1
dda6183c-ad61-4b3b-abc2-b9d2c703ea12	1
622e91db-8045-4caa-87ea-723cad669b90	1
a34a7ae7-805d-489c-94cd-a435272fe717	1
2c0a4cb9-143e-480f-8f46-f17288eb9fb8	1
8ee2ed8c-b2f8-46f6-b708-d2c5956ccbf4	1
0c4212bf-dde4-441f-8c6d-4f2f953fada8	2
e9bab200-1fe9-4e72-9542-5ccb3d61169b	1
ab8b76cc-c2d8-494b-be9e-87d21e339e8c	6
4ab1d1f4-d9b1-4cf3-8fe7-953f705f8a87	2
2ffb89cf-52a7-4ecd-9a24-e4942b9f2c48	2
e8eab986-1c33-48b3-93c7-16203ae33651	1
d32dd17f-8bd8-4210-ab33-87b2f2416fb4	1
4f33c8c5-1fee-443c-a13f-a0a77fa10caf	1
77d0892e-24ee-47f3-9c72-88119a0c970e	1
88cc1027-489a-40fb-a34a-14849f3aad9a	1
62439306-db93-47f7-b77b-f9031f5bed8f	1
847b4127-84c8-424b-ba71-b5ed8a21d1f6	2
2c8d982c-ec80-4a3c-b27f-01a27d7a8137	2
d40d21b2-e117-4213-bc96-75b58a99b32f	1
5b53cc73-e315-4cd0-80ca-b1e797689e60	1
8fec600a-26e7-4594-9513-76d4ebed19d9	1
2a4b5558-d767-4d21-b9e7-009fc0f231dd	1
3cdc4cec-bac2-4ba0-a4b2-305248209655	1
97f08d6f-4c40-4649-9d02-0d934432e674	1
ee67d65b-cabf-4619-9fbc-aca2ee8256bb	3
f6a9e032-b766-4377-be64-39ab5df150f7	3
8dca9e73-745f-4ca7-b642-30cc8e1dfc35	1
8c15eb9c-9482-4dca-93db-c2152ef17de6	1
dc9c103d-b5d7-41e0-bb5e-4d8650c48391	1
621f04e8-f97a-4aef-9c60-c98cfd990597	1
f440d210-4bec-49fc-8878-726ff27714a9	2
b0c4ee17-8177-4ad3-88b3-5131e750c4d5	1
11ce5f7f-996f-4a16-80c9-991a0dd553ab	1
6183572f-cef3-41e1-b881-55f8969802fe	1
c7525c6d-0c4c-450b-85d1-2766ccc48ee0	1
8cf27c28-2384-48cf-81d6-a6c5ce539c0e	1
9204885e-93ca-4b3e-b7db-698eb7620dff	1
6f33c3fe-ccbe-4895-910f-2c3f6fdc4c9c	1
f0b96932-b0f4-4b70-bdca-98cfd6c7ab19	1
69116103-dde5-4883-a54d-46fd0acb44ed	2
4f5f9de1-a2b1-439c-8b1f-3a57d4ed6bd0	1
cebcfc3c-a7f3-4121-bad8-1da52c76ca60	1
252ef7a4-3680-4349-9b58-fdffc715a1fa	1
94331dee-054b-497d-8051-f2882eef2971	2
98e458c9-5db9-4e88-81ef-6f379efcea24	1
aef70c77-2088-453f-8e50-6335cbbfbaa8	1
ab5ea747-c97f-486a-9cd9-2c85c6b9d078	1
10b12b14-8ad4-4ca1-b514-974f17e9fc50	1
591829ea-2b99-441f-8656-81a8b9af2e2b	1
22dce557-a4b4-4ef5-a4a9-8d2074bd6add	1
9cec2305-e565-447a-ab15-f77adb52cb09	1
ad426bc6-90fd-486b-bfb3-858feb098e20	1
5d9d0a25-09d0-463f-aaca-0207499335cd	2
2d6cdfb2-be9c-45ec-966a-371af24c1b72	1
73920f84-b1ce-47d0-9484-a422d6cbf7b5	1
6b00280f-f34c-4011-ba3d-0c05408b25b9	1
87c80c43-d579-405e-b6af-6adbe17fecc5	1
6ef7bb6f-99f1-4f65-8ae6-0651f39cc352	1
01a783ad-3c6b-4bbc-b9f7-700d35de8847	1
64ad608e-3567-4c34-bf2c-9cbf9cc9a148	1
c42b27e9-0fdf-4f91-a67b-06aa64aec19d	1
bd0cbdd6-88cc-49ab-9c71-a4804b563c7b	1
31c18583-fcf4-4579-802d-c67092bf2f52	1
80808f57-1dd2-469c-a81f-6de6d493e6ea	2
bd467e29-a167-497e-8b04-ea8fd06cd28e	1
c2c88fe9-49cf-47e5-8e8d-2d75d7581dfe	1
e8dc02f0-fc3f-43fb-90e8-3ec4310d12ac	3
e84e771b-b7b0-4c01-ac8e-9271cb419e81	1
8cc538b5-573e-4522-85af-877ba8f318d5	2
f05b57ab-94ef-46c4-bbab-b25dca0ce1be	2
98bc3919-1f87-4474-a043-5d9bba4acbc7	1
76807ae0-188d-4f66-b1dc-1a848251db9e	1
128cf7bf-cb33-4e2c-9d13-d54d9fbdef6e	3
3ccc4584-086a-4dcd-a102-55f9c30d5cb3	1
e971a3a6-6e83-4100-b9ba-8bb7cf3a2270	2
3bc7db53-ef11-4e5c-acee-04ed7ebdf3d6	1
f6442ef3-7cb8-4362-a296-2a13eb0da94a	2
99926ba7-1639-4e86-915b-bcc2266cca0e	1
d30fcc4a-bde1-4234-b82a-176fda5f0227	1
59a0b8fb-c40a-47aa-ac50-3e50017cf8e0	1
d5a0f3af-60c4-4f98-ba26-20764c8ae321	1
68e2dcad-416b-4f7e-8de7-8aa4d35a1c6a	1
a437cdf8-5b81-4977-99e6-c399db69e556	1
39806791-2622-40e9-9e19-89230d19323b	1
d0308be4-e1ff-4686-b7d2-c2b18234e19f	3
08e89350-b413-4f4f-9246-a7f0ad1c1ff5	1
1e073827-d6d3-4804-8b3d-836ed24b2e30	3
92bf4257-3446-4048-82b9-4fc00bffd44d	1
bd0d5081-1679-4609-be6f-352360c40ec1	1
af84d9ae-f54a-4163-ac5c-93868c6191ae	1
fed2b913-198e-4b9d-a3f3-b231a2dd6f9b	1
916d76ee-4df1-4e13-89d0-9b5a3402e042	1
34603834-d519-454b-b823-f3e1f96bb09a	1
be455fca-d84a-42a0-ba2e-1ad5e1ef10a4	1
0635b39b-a0a7-480e-888d-c13c3115bd19	1
4510a036-5b40-4eba-b8b7-4229bd5145fe	1
e13e107e-971f-4d3f-8ad2-9bea5df6e094	1
96f2a1d9-e4d7-455c-87c3-0385ae0fd13b	1
7c0f3114-002e-4afb-bdf3-f58fb1429922	1
82ab5a22-533c-4929-954b-2da0ddda672c	1
ec4a5ed3-b536-48f0-a4af-b4f4d1327e0b	1
aed51679-b94e-4f29-a25f-917527f65aea	1
df8ac709-5389-4339-a549-e89860eff55f	1
6745a4bc-1530-4e08-86b9-d2ad012f9ced	1
6806d7bf-20b4-4c80-ae2b-56f3f4ddc360	1
affb7159-ab03-432b-b14c-743e9e295973	1
27f638d0-a155-4135-8e93-ab78d2626cbf	1
b0d583e8-bdca-406b-96ef-fca1c0d43105	1
f7f9f2e2-046a-4596-adb3-4d7d1d4b1bba	1
bfdac2d7-a933-4bef-bda9-604db4577ad6	1
34ebb902-83da-42e6-9adb-6b8b5dab0d88	2
78e6c547-2cda-498f-9140-918b369548db	1
7b65de38-fc1a-404a-b648-3277aa1408cb	1
0f9d56e0-a1b2-4841-af78-8237cba723b5	1
9275972f-f552-4b06-af0d-dd04a995cad5	1
bc07cdea-0442-4c55-be7c-4e25f356a4b6	1
12af4706-b510-4d5d-b37a-37a18de08506	1
b99b0145-2f78-4c80-bbd6-cbc5b5eb45c1	2
03ddb941-6139-4a57-aea1-eb0f600a9d28	1
f4557f2c-3dae-4d0e-b99e-1df6fb1930e9	1
74272374-6fb6-4502-a390-6162ef6a2244	1
c1c30da4-c3bd-40d3-9db3-2a0bc2e9ffed	2
a32c6f55-7361-4bcd-8260-1173cf7d8464	1
408be660-fe5c-4c24-86a1-d45a37bcb8b0	1
31f8c175-c1c1-4fdd-b9fe-c68a68797597	1
cff27c39-6a4d-4252-bb54-5d2987b4b7f1	1
d4858ed3-9a3f-4735-8627-99572e82eae1	1
7794db6a-165a-45ba-84fa-04f5260d15cf	1
98b4c5fe-8e78-45d7-8aa1-d3c898d0b378	1
d94dbaec-4842-4f36-9deb-f0ddf2752226	1
eda2d83a-4e7a-4908-aa75-050feb01c174	1
031d9cd8-2064-4aeb-bbdc-9d7bedf9f302	1
660ad81a-88e6-4b74-91bd-51191650b4b6	1
ea89b57b-c2b1-4787-b159-50215a8341bf	1
e4e72af9-9fc1-4e22-991b-e79fa2ebf3fa	1
7d56aa04-f504-45ea-b460-d0afdd6453ea	1
26f1865c-dd5b-4dcc-9d48-e835674d44a2	1
5a04eb5f-edb9-4f64-9d96-2e78ae88a9c6	1
a692489d-0856-4d8e-bc96-3ecfe8417759	1
516d4589-a40e-4b3c-8765-af9a9906ba0b	1
a05bd899-ae27-410d-a2de-724935490964	1
68f41a01-8691-4a18-b9a8-781026b0299c	1
7431cadf-c2ed-4f76-981b-60438cc7a8b6	1
77527fcd-48d4-49cb-b774-ab14aace35bb	1
be9aa974-db0a-4a21-bae8-19b18da8f074	1
82e81a05-dd90-44d6-9592-e8c656ed547c	1
10e5bfa8-a88a-4b02-8a04-7481e81dfe91	1
a34c86fc-2aca-4437-9f37-aab1a65a8ed9	1
5bdfd808-6ed6-4ef0-87cd-45b34fc4f897	1
1ae6f2e3-0874-40e6-a671-bc5b3e70a29a	1
fe8c9065-5a34-449d-8561-05f6946b2ab7	1
bc55e41d-8a53-4a9e-b033-bcb743fb3354	1
ccd4b02d-83fc-4a1e-8472-be44fabeac62	1
c39836b8-b850-481b-916d-fff74c5f2ab9	1
0507a4fb-3c3d-4672-9923-36b24e5379ec	1
24c3c80c-6690-4762-9617-987739328699	1
151fe2a8-47ac-4e58-be2b-00bcdce28efa	1
21f5e7a5-45bb-42b9-bc1b-b316ae02970d	1
1e274663-927f-4ae8-8ee6-7f09d994a961	1
6c35d197-ed50-48ac-8a58-a878c8f031c9	1
ae4588ce-cb36-40d4-a680-4b5f1e1b4344	1
7ff794fd-74e4-4cc7-8846-760968fefa9e	1
b01c16d4-b8e1-4d1d-9a86-bee9cd484b5e	1
5799ad72-f00d-4e6f-8dc8-b53fb5b8884f	1
4cac0220-a3f4-4a83-bca9-17e95a60eaf0	1
99ae7a72-df3a-4e03-bf68-ce16e118168f	2
38b05e93-b84a-4236-87a8-0637b783795f	1
71dff670-3ef0-4594-acc9-3739f93a49a0	1
b01e7267-8688-4d58-9530-ca6715811299	1
19e8151d-e480-4ed0-b68e-5d248af6c70c	1
394ad1a5-9711-4844-ad9a-e7fb940f54dc	1
bfa8039f-5178-47f2-979e-4b2476d29992	1
4d47e7a5-4124-48de-93ac-210e1fb5f02a	1
2852dd0f-b554-4003-8fdb-59ac228cb955	1
dcbb7aba-31b1-437a-bfc9-fb9c22279854	1
a144e6ee-6d37-4502-b2f0-3cf662d78c09	1
072ca111-56bb-4176-aae9-f6015a7138f8	1
8d03fe77-cc33-4369-a865-cab243c17110	1
44ff8774-94bb-4ab7-93a7-5eb79a03be55	2
890e708a-c232-4e8c-99ce-d9c41167c744	1
08baf4c8-bb56-47c1-8b6c-968a95ae6f4d	1
d0a2bf99-ce22-4712-9b08-425652e6cec0	1
a85fcf2f-0e3f-45ef-8a63-5a8722639d79	1
1f7c2caa-4375-4283-80ff-73e1935b9af5	1
9ed275f3-40bc-41df-a941-afbb0b8d6462	2
3510927a-fe5f-4087-9140-624aae6b7f4a	1
ecded96c-1f3c-4ecc-9b17-75579a98f3fd	1
f540dd45-098c-475d-af75-2cb76454be43	1
2a4c387f-c511-487d-bc44-e1272c99e3b9	1
7aac6ff1-de36-40ae-b725-2494199febe1	1
b2e553a5-f3c1-4e9f-ac9f-b58bae529d8b	1
e2f9bcf8-14af-4162-85cc-e1ac31bda04d	1
98a6a07d-297c-491a-b0d0-b61bbd901039	1
b57d5f53-b607-4626-9c1a-0eb735ec7ec9	1
8baea3c6-e029-40b1-89ea-4e54fde8b5d8	1
79491b07-efa3-44b7-bff7-f05774c98e55	1
baaa21f3-8a05-46f8-a9ab-129b6ad25326	1
cc6f7b9e-28ab-409d-bddf-ddcfdba10ceb	1
36571257-56fa-48d2-8cac-25fc6a0a8f99	1
07258ae3-0f6f-4b35-9dc7-1f13dd284d91	1
e4269b9c-fd78-4046-af89-c8cad700ea18	1
57ab7fc8-a2e9-4bc8-8497-9cf993f4b1a4	1
f14f70a6-6ce4-4db7-86bb-9d28c2fdd5fd	2
c63ca3ce-03d3-4bed-a229-6d3defd8fe3b	2
361edc61-5528-4666-af1a-a5eea03d3337	1
489ffef5-7468-4776-945c-0daa9a51ab9a	1
2a3462ca-592b-446d-88bf-57135990751a	1
0e6cf22b-ba95-4a87-8e10-64c839e0d61b	1
9e98d168-363f-42ed-93da-3bce8f47b366	1
6a509510-f74e-4dc1-ae2f-e47e86ace328	1
a7c54dfe-9fc9-4523-b920-64c39a985336	1
6671ace8-9d87-4d4f-9141-4f73d60c44ef	1
babf8c7f-5dbb-4c54-950c-a07770f78723	1
7d71ab92-e653-4a2e-9509-ff552cde71ac	1
080097b4-11d4-4034-b1a5-82c2c00fc300	2
56ef8907-d52e-4bde-8b0d-37182633877d	1
2ecbd46a-49f9-428b-a8f4-e082352862fe	1
de8eaeb0-670c-40fe-a730-2172076f8c43	1
1740d3af-91b5-4eae-88df-df351036becc	1
a22d12e4-db54-4a39-94bc-f6e9d6a845cd	1
57a7b291-c2d5-40f6-a5cc-d9cc60627653	1
03ae9b09-e06b-4d62-945f-932768ba67ea	1
0d6054c6-8a81-4aca-a3e2-686278848df0	1
dfc3d70c-a75b-41ff-bf1b-c91ba64aca00	2
62f53106-15c5-4c10-a66c-b8c55d4c16e3	1
595819de-4128-4111-97fc-541a094adff0	1
2b7f9acf-17b6-4f90-9f9b-93c1ed395d63	1
e548589d-3415-4263-b26f-81fd13199f50	1
0c79363c-4784-4a92-93bf-7750b8987abc	1
9d750f62-f8dc-4aa0-b106-28a7f21b01c0	1
f3d3a34f-dd20-4126-ad09-e32a9d014155	1
33980ad7-f91e-4658-9244-02063fc232e2	1
bcb678b8-7560-45f7-8c20-cedc255a1fce	2
4d62c831-05c5-466f-9814-cfe2de8b6361	1
4ade634a-da03-45fd-ac67-f743e0ee6a8c	1
0568827b-9957-4147-8307-7377db8b737d	1
353add6b-a9bc-441b-a804-39f3a25d99c2	3
454afb99-4b2c-47d3-939f-f48830a9c669	1
bf7ecaa8-44e5-4713-8b28-6656309322a8	3
c9d065f5-b385-48ea-828d-20d3f498b896	3
6c62e981-118d-4d9c-b33f-2172e1d250cc	1
0240c6e5-d680-43df-86d9-a39579fbec89	1
774e8f17-2120-47c7-9d40-aed4f3ead9d8	1
ff6ac45f-cd50-4a88-93b6-74f76ea14e24	1
ca0a7fb4-55ec-4fda-b47f-213d6c4247ff	1
5b54b961-cac1-414f-806a-96ff8d3bdfbb	1
2cdb9a2b-a8c6-4664-9790-f045f72edd3c	1
1f50f95b-6e40-4872-9ae2-e1994dce5477	1
eb8b7388-91aa-41e7-b281-7ac0bfcf91b4	1
65c67477-7d03-4d94-876d-5883bc0bb933	1
b336d0a9-d9df-4e19-adfc-dd9676a14e63	1
5b87621d-ee8e-4214-88b2-23195f3bb94b	1
2f27aa17-1d06-4437-a50d-28e1078f46b1	1
85234c3f-d782-4070-8000-a33bfd790b41	1
ff3d2041-7ab4-422e-82fa-e9080789b7ac	1
cba64f81-cf0e-46e0-91f1-3502da90d63f	2
